jst_sku_id,skuCode,skuName,category,brand,item_type,format_type
EMIE20210719002,EMIE20210719002,"",成品 - 成品,EMIE,finished_good,EMIE-old
EMIE20191209008,EMIE20191209008,"",成品 - 成品,EMIE,finished_good,EMIE-old
EMIE20210719001,EMIE20210719001,"",成品 - 成品,EMIE,finished_good,EMIE-old
EMIE20180926002,EMIE20180926002,"",成品 - 成品,EMIE,finished_good,EMIE-old
EMIE20211125002,EMIE20211125002,"",成品 - 成品,EMIE,finished_good,EMIE-old
EMIE20211125001,EMIE20211125001,"",成品 - 成品,EMIE,finished_good,EMIE-old
EMIE20180920001,EMIE20180920001,"",成品 - 成品,EMIE,finished_good,EMIE-old
EMIE2025101603,EMIE2025101603,"",成品 - 成品,EMIE,finished_good,EMIE-old
EMIE20220620001,EMIE20220620001,"",成品 - 成品,EMIE,finished_good,EMIE-old
EMIE20220712001,EMIE20220712001,"",成品 - 成品,EMIE,finished_good,EMIE-old
